model,category,semantic_name,raw_name,default,value,min,max,interpretation
DJI Neo 2,"IMU, compass & calibration controls",imu1.vel_ground_z,imu1.vel_ground_z,0,-0.002023,0,0,runtime_or_read_only
DJI Neo 2,Per-aircraft calibration & bias state,imu_cali_0.acc_gyro[0].gyro_temp,imu_cali_0.acc_gyro[0].gyro_temp,0,26.5097,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_0_A_roll,rc_sbus_0_A_roll,0,1024,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_1_E_pitch,rc_sbus_1_E_pitch,0,1024,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_2_T_throttle,rc_sbus_2_T_throttle,0,1024,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_3_R_yaw,rc_sbus_3_R_yaw,0,1024,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_app_connected,rc_sbus_app_connected,0,1,0,0,runtime_or_read_only
DJI Neo 2,"RTH, takeoff, landing & failsafe",rc_sbus_failsafe,rc_sbus_failsafe,0,1,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_packet_cnt,rc_sbus_packet_cnt,0,2877,0,0,runtime_or_read_only
DJI Neo 2,"RC, radio, lights & interfaces",rc_sbus_send_id,rc_sbus_send_id,0,14,0,0,runtime_or_read_only
DJI Flip,Flight limits & regulation,EU_CE_Reg_120Height_Enable,EU_CE_Reg_120Height_Enable,0,1,0,0,runtime_or_read_only
DJI Flip,Flight limits & regulation,EU_CE_Reg_FollowMe_Enable,EU_CE_Reg_FollowMe_Enable,0,1,0,0,runtime_or_read_only
DJI Flip,Flight limits & regulation,EU_CE_Reg_MxSpeedLimit_Enable,EU_CE_Reg_MxSpeedLimit_Enable,0,1,0,0,runtime_or_read_only
DJI Flip,Battery & power,battery_auth_status,battery_auth_status,0,1,0,3,runtime_or_read_only
DJI Flip,Battery & power,battery_auth_succeed_cnt,battery_auth_succeed_cnt,0,2,0,65535,configuration_or_persistent_state
DJI Flip,Battery & power,battery_status,battery_status,0,65552,0,4294967295,runtime_or_read_only
DJI Flip,Flight limits & regulation,ce_country_type,ce_country_type,0,643,0,2000,configuration_or_persistent_state
DJI Flip,Per-aircraft calibration & bias state,compass0.status_data,compass0.status_data,0,4,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_x,device_gyr_acc.busy.acc_x,0,0.054061,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_y,device_gyr_acc.busy.acc_y,0,0.050212,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_z,device_gyr_acc.busy.acc_z,0,-1.00603,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[0],device_gyr_acc.busy.gyro[0],0,-0.000282,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[1],device_gyr_acc.busy.gyro[1],0,0.00067,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[2],device_gyr_acc.busy.gyro[2],0,0.001612,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro_temp,device_gyr_acc.busy.gyro_temp,0,28.442,0,0,runtime_or_read_only
DJI Flip,"RTH, takeoff, landing & failsafe",first_takeoff_warning,first_takeoff_warning,1,0,0,1,configuration_or_persistent_state
DJI Flip,Flight limits & regulation,fscap_EU_CE_Support,fscap_EU_CE_Support,0,1,0,0,runtime_or_read_only
DJI Flip,"RTH, takeoff, landing & failsafe",fscap_enable_homing_s,fscap_enable_homing_s,1,0,0,1,configuration_or_persistent_state
DJI Flip,Flight limits & regulation,fscap_max_height,fscap_max_height,120,500,20,65535,configuration_or_persistent_state
DJI Flip,"RTH, takeoff, landing & failsafe",g_config.fail_safe.protect_action,rc_lost_action|g_config.fail_safe.protect_action,2,0,0,3,configuration_or_persistent_state
DJI Flip,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].acc_bias,g_config.fdi_sensor[0].acc_bias,0,0.006901,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",g_config.fdi_sensor[0].acc_stat,g_config.fdi_sensor[0].acc_stat,0,7,0,0,runtime_or_read_only
DJI Flip,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].gyr_bias,g_config.fdi_sensor[0].gyr_bias,0,0.000913,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",g_config.fdi_sensor[0].gyr_stat,g_config.fdi_sensor[0].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Flip,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_over,g_config.fdi_sensor[0].mag_over,0,454.186,0,0,runtime_or_read_only
DJI Flip,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_stat,g_config.fdi_sensor[0].mag_stat,0,6,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",g_config.fdi_sensor[1].acc_stat,g_config.fdi_sensor[1].acc_stat,0,7,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",g_config.fdi_sensor[1].gyr_stat,g_config.fdi_sensor[1].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Flip,Per-aircraft calibration & bias state,g_config.fdi_sensor[1].mag_stat,g_config.fdi_sensor[1].mag_stat,0,1,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",g_config.fdi_sensor[2].acc_stat,g_config.fdi_sensor[2].acc_stat,0,7,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",g_config.fdi_sensor[2].gyr_stat,g_config.fdi_sensor[2].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Flip,Per-aircraft calibration & bias state,g_config.fdi_sensor[2].mag_stat,g_config.fdi_sensor[2].mag_stat,0,1,0,0,runtime_or_read_only
DJI Flip,Flight limits & regulation,g_config.flying_limit.max_height,g_config.flying_limit.max_height,120,500,20,500,configuration_or_persistent_state
DJI Flip,"RTH, takeoff, landing & failsafe",g_config.go_home.fixed_go_home_altitude,go_home_height|g_config.go_home.fixed_go_home_altitude,100,30,20,1500,configuration_or_persistent_state
DJI Flip,Flight modes & handling,g_config.mode_normal_cfg.rc_scale,g_config.mode_normal_cfg.rc_scale,0.462366,0.705882,1e-07,1,configuration_or_persistent_state
DJI Flip,Flight modes & handling,g_config.mode_sport_cfg.rc_scale,g_config.mode_sport_cfg.rc_scale,1.12,0.956104,1e-07,1.12,configuration_or_persistent_state
DJI Flip,Flight modes & handling,g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,0.205128,0.484346,0.01,1,configuration_or_persistent_state
DJI Flip,"Diagnostics, service & simulator",g_status.ns_busy_dev,g_status.ns_busy_dev,0,34134,0,0,runtime_or_read_only
DJI Flip,"Diagnostics, service & simulator",g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,0,1,0,0,runtime_or_read_only
DJI Flip,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,0,361.407,0,0,runtime_or_read_only
DJI Flip,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,0,13,0,0,runtime_or_read_only
DJI Flip,"Motors, ESC & propulsion",g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,0,3154.33,0,0,runtime_or_read_only
DJI Flip,Battery & power,g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,0,34,0,0,runtime_or_read_only
DJI Flip,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,0,361.409,0,0,runtime_or_read_only
DJI Flip,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,0,13,0,0,runtime_or_read_only
DJI Flip,"Motors, ESC & propulsion",g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,0,3151.88,0,0,runtime_or_read_only
DJI Flip,"Navigation, GNSS & positioning",gnss_assist_type,gnss_assist_type,0,1,0,255,configuration_or_persistent_state
DJI Flip,"IMU, compass & calibration controls",imu0.acc_ground_x,imu0.acc_ground_x,0,0.009657,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.acc_ground_y,imu0.acc_ground_y,0,-0.017734,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.acc_ground_z,imu0.acc_ground_z,0,-0.002117,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.acc_x,imu0.acc_x,0,0.052951,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.acc_y,imu0.acc_y,0,0.050322,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.acc_z,imu0.acc_z,0,-1.00632,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.alti,imu0.alti,0,-35.8439,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.gyracc_status,imu0.gyracc_status,0,16384,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.gyro_x,imu0.gyro_x,0,-5.4e-05,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.gyro_y,imu0.gyro_y,0,0.000658,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.gyro_z,imu0.gyro_z,0,-0.003739,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.mx,imu0.mx,0,-95,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.my,imu0.my,0,443,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.mz,imu0.mz,0,1909,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.press_alti,imu0.press_alti,0,-35.8634,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.q[0],imu0.q[0],0,0.541482,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.q[1],imu0.q[1],0,0.008501,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.q[2],imu0.q[2],0,0.035113,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.q[3],imu0.q[3],0,-0.83995,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.temperature[0],imu0.temperature[0],0,2836,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.temperature[1],imu0.temperature[1],0,900,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.temperature[2],imu0.temperature[2],0,3014,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.vel_ground_x,imu0.vel_ground_x,0,-0.001955,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.vel_ground_y,imu0.vel_ground_y,0,-0.006905,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu0.vel_ground_z,imu0.vel_ground_z,0,0.000138,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.acc_ground_x,imu1.acc_ground_x,0,-0.010173,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.acc_ground_y,imu1.acc_ground_y,0,-0.010028,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.acc_ground_z,imu1.acc_ground_z,0,-0.009672,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.alti,imu1.alti,0,-35.8287,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.mx,imu1.mx,0,-90,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.my,imu1.my,0,440,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.mz,imu1.mz,0,1912,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.press_alti,imu1.press_alti,0,-46.8876,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.q[0],imu1.q[0],0,0.760342,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.q[1],imu1.q[1],0,-0.001691,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.q[2],imu1.q[2],0,0.036107,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.q[3],imu1.q[3],0,-0.648549,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.temperature[0],imu1.temperature[0],0,2839,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.temperature[1],imu1.temperature[1],0,900,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.temperature[2],imu1.temperature[2],0,3014,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.vel_ground_x,imu1.vel_ground_x,0,0.00067,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.vel_ground_y,imu1.vel_ground_y,0,-0.004619,0,0,runtime_or_read_only
DJI Flip,"IMU, compass & calibration controls",imu1.vel_ground_z,imu1.vel_ground_z,0,0.000473,0,0,runtime_or_read_only
DJI Flip,Per-aircraft calibration & bias state,imu_cali_0.acc_gyro[0].gyro_temp,imu_cali_0.acc_gyro[0].gyro_temp,0,28.2911,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_0_A_roll,rc_sbus_0_A_roll,0,1024,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_1_E_pitch,rc_sbus_1_E_pitch,0,1024,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_2_T_throttle,rc_sbus_2_T_throttle,0,1024,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_3_R_yaw,rc_sbus_3_R_yaw,0,1024,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_6_mode,rc_sbus_6_mode,0,1024,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_app_connected,rc_sbus_app_connected,0,1,0,0,runtime_or_read_only
DJI Flip,"RTH, takeoff, landing & failsafe",rc_sbus_failsafe,rc_sbus_failsafe,0,1,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_packet_cnt,rc_sbus_packet_cnt,0,1431,0,0,runtime_or_read_only
DJI Flip,"RC, radio, lights & interfaces",rc_sbus_send_id,rc_sbus_send_id,0,14,0,0,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,EU_CE_Reg_FollowMe_Enable,EU_CE_Reg_FollowMe_Enable,0,1,0,0,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,EU_CE_Reg_GeoSense_Enable,EU_CE_Reg_GeoSense_Enable,0,1,0,0,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,EU_CE_Reg_Level,EU_CE_Reg_Level,0,1,0,0,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,EU_CE_Reg_MxSpeedLimit_Enable,EU_CE_Reg_MxSpeedLimit_Enable,0,1,0,0,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,EU_CE_Reg_RID_Enable,EU_CE_Reg_RID_Enable,0,1,0,0,runtime_or_read_only
DJI Avata 360,"RTH, takeoff, landing & failsafe",base_station_prevent_landing,base_station_prevent_landing,0,1,0,1,configuration_or_persistent_state
DJI Avata 360,Battery & power,battery_status,battery_status,0,65552,0,4294967295,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,ce_country_type,ce_country_type,0,643,0,2000,configuration_or_persistent_state
DJI Avata 360,Per-aircraft calibration & bias state,compass0.status_data,compass0.status_data,0,4,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_x,device_gyr_acc.busy.acc_x,0,0.18785,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_y,device_gyr_acc.busy.acc_y,0,-0.021779,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_z,device_gyr_acc.busy.acc_z,0,-1.00061,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[0],device_gyr_acc.busy.gyro[0],0,-0.001228,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[1],device_gyr_acc.busy.gyro[1],0,0.000505,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[2],device_gyr_acc.busy.gyro[2],0,-0.001421,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro_temp,device_gyr_acc.busy.gyro_temp,0,65.0664,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",device_gyr_acc.busy.temp_ready,device_gyr_acc.busy.temp_ready,0,1,0,0,runtime_or_read_only
DJI Avata 360,Other / opaque internal,fl_head_follow_enable,fl_head_follow_enable,0,1,0,1,configuration_or_persistent_state
DJI Avata 360,Flight limits & regulation,fscap_EU_CE_Support,fscap_EU_CE_Support,0,1,0,0,runtime_or_read_only
DJI Avata 360,"RTH, takeoff, landing & failsafe",fscap_enable_homing_s,fscap_enable_homing_s,1,0,0,1,configuration_or_persistent_state
DJI Avata 360,Flight limits & regulation,fscap_max_height,fscap_max_height,120,500,20,65535,configuration_or_persistent_state
DJI Avata 360,"Obstacle sensing, vision & terrain",g_config.avoid_obstacle_limit_cfg.user_avoid_enable,user_avoid_enable|g_config.avoid_obstacle_limit_cfg.user_avoid_enable,1,0,0,2,configuration_or_persistent_state
DJI Avata 360,"RTH, takeoff, landing & failsafe",g_config.fail_safe.protect_action,rc_lost_action|g_config.fail_safe.protect_action,2,0,0,3,configuration_or_persistent_state
DJI Avata 360,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].acc_bias,g_config.fdi_sensor[0].acc_bias,0,0.016762,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",g_config.fdi_sensor[0].acc_stat,g_config.fdi_sensor[0].acc_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].gyr_bias,g_config.fdi_sensor[0].gyr_bias,0,0.001636,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",g_config.fdi_sensor[0].gyr_stat,g_config.fdi_sensor[0].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_over,g_config.fdi_sensor[0].mag_over,0,588.861,0,0,runtime_or_read_only
DJI Avata 360,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_stat,g_config.fdi_sensor[0].mag_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",g_config.fdi_sensor[1].acc_stat,g_config.fdi_sensor[1].acc_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",g_config.fdi_sensor[1].gyr_stat,g_config.fdi_sensor[1].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,Per-aircraft calibration & bias state,g_config.fdi_sensor[1].mag_stat,g_config.fdi_sensor[1].mag_stat,0,1,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",g_config.fdi_sensor[2].acc_stat,g_config.fdi_sensor[2].acc_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",g_config.fdi_sensor[2].gyr_stat,g_config.fdi_sensor[2].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Avata 360,Per-aircraft calibration & bias state,g_config.fdi_sensor[2].mag_stat,g_config.fdi_sensor[2].mag_stat,0,1,0,0,runtime_or_read_only
DJI Avata 360,Flight limits & regulation,g_config.flying_limit.max_height,g_config.flying_limit.max_height,120,500,20,500,configuration_or_persistent_state
DJI Avata 360,"RTH, takeoff, landing & failsafe",g_config.go_home.fixed_go_home_altitude,go_home_height|g_config.go_home.fixed_go_home_altitude,100,30,20,1500,configuration_or_persistent_state
DJI Avata 360,"Navigation, GNSS & positioning",g_config.gps_cfg.gps_enable,gps_enable|g_config.gps_cfg.gps_enable,1,0,0,1,configuration_or_persistent_state
DJI Avata 360,Flight modes & handling,g_config.mode_normal_cfg.rc_scale,g_config.mode_normal_cfg.rc_scale,0.462366,0.644258,1e-07,1,configuration_or_persistent_state
DJI Avata 360,Flight modes & handling,g_config.mode_sport_cfg.rc_scale,g_config.mode_sport_cfg.rc_scale,0.562121,0.9375,1e-07,1,configuration_or_persistent_state
DJI Avata 360,Flight modes & handling,g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,0.205128,0.393939,0.01,1,configuration_or_persistent_state
DJI Avata 360,"Diagnostics, service & simulator",g_status.ns_busy_dev,g_status.ns_busy_dev,0,1366,0,0,runtime_or_read_only
DJI Avata 360,"Diagnostics, service & simulator",g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,0,1,0,0,runtime_or_read_only
DJI Avata 360,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,0,91.6981,0,0,runtime_or_read_only
DJI Avata 360,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,0,10,0,0,runtime_or_read_only
DJI Avata 360,"Motors, ESC & propulsion",g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,0,1131.64,0,0,runtime_or_read_only
DJI Avata 360,Battery & power,g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,0,20,0,0,runtime_or_read_only
DJI Avata 360,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,0,91.698,0,0,runtime_or_read_only
DJI Avata 360,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,0,10,0,0,runtime_or_read_only
DJI Avata 360,"Motors, ESC & propulsion",g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,0,1131.16,0,0,runtime_or_read_only
DJI Avata 360,Gimbal & camera,gimbal_is_pano_locked,gimbal_is_pano_locked,0,1,0,1,configuration_or_persistent_state
DJI Avata 360,"Navigation, GNSS & positioning",gnss_assist_type,gnss_assist_type,0,2,0,255,configuration_or_persistent_state
DJI Avata 360,"Navigation, GNSS & positioning",gnss_chip_type,gnss_chip_type,0,32,0,255,configuration_or_persistent_state
DJI Avata 360,"Navigation, GNSS & positioning",gnss_cloudctrl_mode,gnss_cloudctrl_mode,255,0,0,255,configuration_or_persistent_state
DJI Avata 360,"IMU, compass & calibration controls",imu0.acc_ground_x,imu0.acc_ground_x,0,0.030523,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.acc_ground_y,imu0.acc_ground_y,0,0.000375,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.acc_ground_z,imu0.acc_ground_z,0,-0.001141,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.acc_x,imu0.acc_x,0,0.187426,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.acc_y,imu0.acc_y,0,-0.021426,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.acc_z,imu0.acc_z,0,-0.99947,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.alti,imu0.alti,0,110.56,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.gyracc_status,imu0.gyracc_status,0,16384,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.gyro_x,imu0.gyro_x,0,-0.001714,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.gyro_y,imu0.gyro_y,0,0.000728,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.gyro_z,imu0.gyro_z,0,-0.001357,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.mx,imu0.mx,0,-30,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.my,imu0.my,0,-163,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.mz,imu0.mz,0,2086,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.press_alti,imu0.press_alti,0,110.5,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.q[0],imu0.q[0],0,0.987537,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.q[1],imu0.q[1],0,-0.001464,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.q[2],imu0.q[2],0,0.092829,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.q[3],imu0.q[3],0,0.127094,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.temperature[0],imu0.temperature[0],0,6497,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.temperature[1],imu0.temperature[1],0,800,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.temperature[2],imu0.temperature[2],0,3405,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.vel_ground_x,imu0.vel_ground_x,0,0.01889,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.vel_ground_y,imu0.vel_ground_y,0,0.001382,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu0.vel_ground_z,imu0.vel_ground_z,0,0.000459,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.acc_ground_x,imu1.acc_ground_x,0,-0.001748,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.acc_ground_y,imu1.acc_ground_y,0,-0.004869,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.acc_ground_z,imu1.acc_ground_z,0,-0.005703,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.alti,imu1.alti,0,110.514,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.mx,imu1.mx,0,-27,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.my,imu1.my,0,-159,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.mz,imu1.mz,0,2082,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.press_alti,imu1.press_alti,0,110.613,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.q[0],imu1.q[0],0,0.987621,0,0,runtime_or_read_only
DJI Avata 360,"IMU, compass & calibration controls",imu1.q[1],imu1.q[1],0,-0.001217,0,0,runtime_or_read_only
