model,category,semantic_name,raw_name,default,value,min,max,interpretation
DJI Air 3S,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_z,device_gyr_acc.busy.acc_z,0,-1.0003,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[0],device_gyr_acc.busy.gyro[0],0,-0.00364585,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[1],device_gyr_acc.busy.gyro[1],0,-0.000293946,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[2],device_gyr_acc.busy.gyro[2],0,0.000895193,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro_temp,device_gyr_acc.busy.gyro_temp,0,65.006,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",device_gyr_acc.busy.temp_ready,device_gyr_acc.busy.temp_ready,0,1,0,0,runtime_or_read_only
DJI Air 3S,Flight limits & regulation,fscap_EU_CE_Support,fscap_EU_CE_Support,0,1,0,0,runtime_or_read_only
DJI Air 3S,"RTH, takeoff, landing & failsafe",fscap_enable_homing_s,fscap_enable_homing_s,1,0,0,1,configuration_or_persistent_state
DJI Air 3S,Flight limits & regulation,fscap_max_height,fscap_max_height,120,500,20,65535,configuration_or_persistent_state
DJI Air 3S,"RTH, takeoff, landing & failsafe",fscap_presice_homing_s,fscap_presice_homing_s,0,1,0,1,configuration_or_persistent_state
DJI Air 3S,"Obstacle sensing, vision & terrain",g_config.avoid_obstacle_limit_cfg.user_avoid_enable,user_avoid_enable|g_config.avoid_obstacle_limit_cfg.user_avoid_enable,1,2,0,2,configuration_or_persistent_state
DJI Air 3S,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].acc_bias,g_config.fdi_sensor[0].acc_bias,0,0.00122523,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",g_config.fdi_sensor[0].acc_stat,g_config.fdi_sensor[0].acc_stat,0,7,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].gyr_bias,g_config.fdi_sensor[0].gyr_bias,0,0.00381303,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",g_config.fdi_sensor[0].gyr_stat,g_config.fdi_sensor[0].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_over,g_config.fdi_sensor[0].mag_over,0,14.5211,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_stat,g_config.fdi_sensor[0].mag_stat,0,5,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",g_config.fdi_sensor[1].acc_stat,g_config.fdi_sensor[1].acc_stat,0,7,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",g_config.fdi_sensor[1].gyr_stat,g_config.fdi_sensor[1].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,g_config.fdi_sensor[1].mag_stat,g_config.fdi_sensor[1].mag_stat,0,1,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",g_config.fdi_sensor[2].acc_stat,g_config.fdi_sensor[2].acc_stat,0,7,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",g_config.fdi_sensor[2].gyr_stat,g_config.fdi_sensor[2].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,g_config.fdi_sensor[2].mag_stat,g_config.fdi_sensor[2].mag_stat,0,1,0,0,runtime_or_read_only
DJI Air 3S,Flight limits & regulation,g_config.flying_limit.max_height,g_config.flying_limit.max_height,120,500,20,500,configuration_or_persistent_state
DJI Air 3S,Flight limits & regulation,g_config.flying_limit.user_set_max_height,g_config.flying_limit.user_set_max_height,120,500,20,65535,configuration_or_persistent_state
DJI Air 3S,"RTH, takeoff, landing & failsafe",g_config.go_home.fixed_go_home_altitude,go_home_height|g_config.go_home.fixed_go_home_altitude,100,205,20,1500,configuration_or_persistent_state
DJI Air 3S,"RC, radio, lights & interfaces",g_config.misc_cfg.forearm_lamp_ctrl,forearm_led_ctrl|g_config.misc_cfg.forearm_lamp_ctrl,239,0,0,255,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_normal_cfg.rc_scale,g_config.mode_normal_cfg.rc_scale,0.47973,0.718567,1e-07,1,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_sport_cfg.horiz_cur_speed,g_config.mode_sport_cfg.horiz_cur_speed,21,18.5,1,27,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_sport_cfg.rc_scale,g_config.mode_sport_cfg.rc_scale,0.9622,0.810486,1e-07,3,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_tripod_cfg.horiz_cur_speed,g_config.mode_tripod_cfg.horiz_cur_speed,5,7.1,1,12,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,0.16779,0.264731,0.01,1,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_tripod_cfg.vert_vel_down,g_config.mode_tripod_cfg.vert_vel_down,-3,-6,-6,-1,configuration_or_persistent_state
DJI Air 3S,Flight modes & handling,g_config.mode_tripod_cfg.vert_vel_up,g_config.mode_tripod_cfg.vert_vel_up,3,6,1,6,configuration_or_persistent_state
DJI Air 3S,Battery & power,g_config.voltage2.user_set_smart_bat,enSmartBatGH|g_config.voltage2.user_set_smart_bat,2,1,0,2,configuration_or_persistent_state
DJI Air 3S,"Diagnostics, service & simulator",g_status.ns_busy_dev,g_status.ns_busy_dev,0,9558,0,0,runtime_or_read_only
DJI Air 3S,"Diagnostics, service & simulator",g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,0,1,0,0,runtime_or_read_only
DJI Air 3S,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,0,1.6308e+06,0,0,runtime_or_read_only
DJI Air 3S,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,0,192,0,0,runtime_or_read_only
DJI Air 3S,"Motors, ESC & propulsion",g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,0,197568,0,0,runtime_or_read_only
DJI Air 3S,Battery & power,g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,0,826,0,0,runtime_or_read_only
DJI Air 3S,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,0,1.67836e+06,0,0,runtime_or_read_only
DJI Air 3S,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,0,192,0,0,runtime_or_read_only
DJI Air 3S,"Motors, ESC & propulsion",g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,0,207943,0,0,runtime_or_read_only
DJI Air 3S,"Navigation, GNSS & positioning",gnss_assist_type,gnss_assist_type,0,1,0,255,configuration_or_persistent_state
DJI Air 3S,"Navigation, GNSS & positioning",gnss_chip_type,gnss_chip_type,0,1,0,255,configuration_or_persistent_state
DJI Air 3S,"IMU, compass & calibration controls",imu0.acc_ground_x,imu0.acc_ground_x,0,-0.0100787,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.acc_ground_y,imu0.acc_ground_y,0,-0.00799848,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.acc_ground_z,imu0.acc_ground_z,0,0.00362873,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.acc_x,imu0.acc_x,0,0.0741005,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.acc_y,imu0.acc_y,0,0.00139525,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.acc_z,imu0.acc_z,0,-1.00036,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.alti,imu0.alti,0,186.373,0,0,runtime_or_read_only
DJI Air 3S,"Navigation, GNSS & positioning",imu0.gps_svn,imu0.gps_svn,0,4,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.gyracc_status,imu0.gyracc_status,0,16384,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.gyro_x,imu0.gyro_x,0,-0.00401258,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.gyro_y,imu0.gyro_y,0,-6.86975e-05,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.gyro_z,imu0.gyro_z,0,0.000344222,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.mx,imu0.mx,0,206,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.my,imu0.my,0,-282,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.mz,imu0.mz,0,1478,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.press_alti,imu0.press_alti,0,186.266,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.q[0],imu0.q[0],0,0.977343,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.q[1],imu0.q[1],0,-0.00840047,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.q[2],imu0.q[2],0,0.0361887,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.q[3],imu0.q[3],0,0.208371,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.temperature[0],imu0.temperature[0],0,6496,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.temperature[1],imu0.temperature[1],0,900,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.temperature[2],imu0.temperature[2],0,3253,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.vel_ground_x,imu0.vel_ground_x,0,-0.000502655,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.vel_ground_y,imu0.vel_ground_y,0,-0.000805832,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu0.vel_ground_z,imu0.vel_ground_z,0,-0.000300112,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.acc_ground_x,imu1.acc_ground_x,0,-0.0133607,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.acc_ground_y,imu1.acc_ground_y,0,0.0051075,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.acc_ground_z,imu1.acc_ground_z,0,-0.00178051,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.alti,imu1.alti,0,186.363,0,0,runtime_or_read_only
DJI Air 3S,"Navigation, GNSS & positioning",imu1.gps_svn,imu1.gps_svn,0,4,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.mx,imu1.mx,0,203,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.my,imu1.my,0,-285,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.mz,imu1.mz,0,1475,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.press_alti,imu1.press_alti,0,186.224,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.q[0],imu1.q[0],0,0.933556,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.q[1],imu1.q[1],0,-0.0136629,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.q[2],imu1.q[2],0,0.0345408,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.q[3],imu1.q[3],0,0.3565,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.temperature[0],imu1.temperature[0],0,6497,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.temperature[1],imu1.temperature[1],0,900,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.temperature[2],imu1.temperature[2],0,3252,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.vel_ground_x,imu1.vel_ground_x,0,-0.00343383,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.vel_ground_y,imu1.vel_ground_y,0,0.00240697,0,0,runtime_or_read_only
DJI Air 3S,"IMU, compass & calibration controls",imu1.vel_ground_z,imu1.vel_ground_z,0,-0.00224453,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,imu_cali_0.acc_gyro[0].gyro_temp,imu_cali_0.acc_gyro[0].gyro_temp,0,65.006,0,0,runtime_or_read_only
DJI Air 3S,Per-aircraft calibration & bias state,imu_cali_0.acc_gyro[0].temp_ready,imu_cali_0.acc_gyro[0].temp_ready,0,1,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_0_A_roll,rc_sbus_0_A_roll,0,1024,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_1_E_pitch,rc_sbus_1_E_pitch,0,1024,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_2_T_throttle,rc_sbus_2_T_throttle,0,1024,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_3_R_yaw,rc_sbus_3_R_yaw,0,1024,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_6_mode,rc_sbus_6_mode,0,1024,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_app_connected,rc_sbus_app_connected,0,1,0,0,runtime_or_read_only
DJI Air 3S,"RTH, takeoff, landing & failsafe",rc_sbus_failsafe,rc_sbus_failsafe,0,1,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_packet_cnt,rc_sbus_packet_cnt,0,36961,0,0,runtime_or_read_only
DJI Air 3S,"RC, radio, lights & interfaces",rc_sbus_send_id,rc_sbus_send_id,0,14,0,0,runtime_or_read_only
DJI Air 3S,"Obstacle sensing, vision & terrain",user_all_avoid_enable,user_all_avoid_enable,1,0,0,1,configuration_or_persistent_state
DJI Mini 4 Pro,Battery & power,battery_status,battery_status,0,65552,0,4294967295,runtime_or_read_only
DJI Mini 4 Pro,Flight limits & regulation,ce_country_type,ce_country_type,0,124,0,2000,configuration_or_persistent_state
DJI Mini 4 Pro,Per-aircraft calibration & bias state,compass0.status_data,compass0.status_data,0,772,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,compass1.status_data,compass1.status_data,0,768,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_x,device_gyr_acc.busy.acc_x,0,-0.220213,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_y,device_gyr_acc.busy.acc_y,0,0.028763,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_z,device_gyr_acc.busy.acc_z,0,-0.977521,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[0],device_gyr_acc.busy.gyro[0],0,0.005333,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[1],device_gyr_acc.busy.gyro[1],0,0.00302,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[2],device_gyr_acc.busy.gyro[2],0,-0.001664,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro_temp,device_gyr_acc.busy.gyro_temp,0,37.2736,0,0,runtime_or_read_only
DJI Mini 4 Pro,Flight modes & handling,disable_hover_mode_check,disable_hover_mode_check,0,1,0,1,configuration_or_persistent_state
DJI Mini 4 Pro,"Diagnostics, service & simulator",fault_sum_history.fusion_switch,fault_sum_history.fusion_switch,0,18,0,65535,runtime_or_read_only
DJI Mini 4 Pro,"Navigation, GNSS & positioning",fault_sum_history.gps,fault_sum_history.gps,0,110,0,65535,runtime_or_read_only
DJI Mini 4 Pro,"RTH, takeoff, landing & failsafe",first_takeoff_warning,first_takeoff_warning,1,0,0,1,configuration_or_persistent_state
DJI Mini 4 Pro,Flight limits & regulation,fscap_max_height,fscap_max_height,120,500,20,65535,configuration_or_persistent_state
DJI Mini 4 Pro,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].acc_bias,g_config.fdi_sensor[0].acc_bias,0,0.000629,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",g_config.fdi_sensor[0].acc_stat,g_config.fdi_sensor[0].acc_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].gyr_bias,g_config.fdi_sensor[0].gyr_bias,0,0.006344,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",g_config.fdi_sensor[0].gyr_stat,g_config.fdi_sensor[0].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_over,g_config.fdi_sensor[0].mag_over,0,736.899,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_stat,g_config.fdi_sensor[0].mag_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",g_config.fdi_sensor[1].acc_stat,g_config.fdi_sensor[1].acc_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",g_config.fdi_sensor[1].gyr_stat,g_config.fdi_sensor[1].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,g_config.fdi_sensor[1].mag_stat,g_config.fdi_sensor[1].mag_stat,0,1,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",g_config.fdi_sensor[2].acc_stat,g_config.fdi_sensor[2].acc_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",g_config.fdi_sensor[2].gyr_stat,g_config.fdi_sensor[2].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,g_config.fdi_sensor[2].mag_stat,g_config.fdi_sensor[2].mag_stat,0,1,0,0,runtime_or_read_only
DJI Mini 4 Pro,Flight limits & regulation,g_config.flying_limit.max_height,g_config.flying_limit.max_height,120,500,20,500,configuration_or_persistent_state
DJI Mini 4 Pro,"RTH, takeoff, landing & failsafe",g_config.go_home.fixed_go_home_altitude,go_home_height|g_config.go_home.fixed_go_home_altitude,100,25,20,1500,configuration_or_persistent_state
DJI Mini 4 Pro,Flight modes & handling,g_config.mode_normal_cfg.rc_scale,g_config.mode_normal_cfg.rc_scale,0.462366,0.791449,1e-07,1,configuration_or_persistent_state
DJI Mini 4 Pro,Flight modes & handling,g_config.mode_sport_cfg.rc_scale,g_config.mode_sport_cfg.rc_scale,0.562121,1,1e-07,1,configuration_or_persistent_state
DJI Mini 4 Pro,Flight modes & handling,g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,0.205128,0.321933,0.01,1,configuration_or_persistent_state
DJI Mini 4 Pro,"Diagnostics, service & simulator",g_status.ns_busy_dev,g_status.ns_busy_dev,0,1366,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Diagnostics, service & simulator",g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,0,1,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,0,4943.92,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,0,48,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Motors, ESC & propulsion",g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,0,15021.9,0,0,runtime_or_read_only
DJI Mini 4 Pro,Battery & power,g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,0,133,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,0,4944.15,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,0,48,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Motors, ESC & propulsion",g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,0,15178.4,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.acc_ground_x,imu0.acc_ground_x,0,0.009986,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.acc_ground_y,imu0.acc_ground_y,0,0.005399,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.acc_ground_z,imu0.acc_ground_z,0,-0.00405,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.acc_x,imu0.acc_x,0,-0.220426,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.acc_y,imu0.acc_y,0,0.028472,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.acc_z,imu0.acc_z,0,-0.977552,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.alti,imu0.alti,0,56.6662,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Navigation, GNSS & positioning",imu0.gps_svn,imu0.gps_svn,0,24,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.gyracc_status,imu0.gyracc_status,0,16384,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.gyro_x,imu0.gyro_x,0,0.005138,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.gyro_y,imu0.gyro_y,0,0.004104,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.gyro_z,imu0.gyro_z,0,-0.001303,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.lati,imu0.lati,0,1.02974,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.longti,imu0.longti,0,-2.0944,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.mx,imu0.mx,0,318,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.my,imu0.my,0,-452,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.mz,imu0.mz,0,2163,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.press_alti,imu0.press_alti,0,56.7196,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.q[0],imu0.q[0],0,0.377941,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.q[1],imu0.q[1],0,-0.107351,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.q[2],imu0.q[2],0,-0.028804,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.q[3],imu0.q[3],0,-0.919134,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.temperature[0],imu0.temperature[0],0,3755,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.temperature[1],imu0.temperature[1],0,500,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.temperature[2],imu0.temperature[2],0,3969,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.vel_ground_x,imu0.vel_ground_x,0,0.005634,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.vel_ground_y,imu0.vel_ground_y,0,0.004039,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu0.vel_ground_z,imu0.vel_ground_z,0,-0.000422,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.acc_ground_x,imu1.acc_ground_x,0,0.002551,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.acc_ground_y,imu1.acc_ground_y,0,-0.009799,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.acc_ground_z,imu1.acc_ground_z,0,-0.004996,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.alti,imu1.alti,0,56.6705,0,0,runtime_or_read_only
DJI Mini 4 Pro,"Navigation, GNSS & positioning",imu1.gps_svn,imu1.gps_svn,0,24,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.lati,imu1.lati,0,1.02974,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.longti,imu1.longti,0,-2.0944,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.mx,imu1.mx,0,322,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.my,imu1.my,0,-448,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.mz,imu1.mz,0,2162,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.press_alti,imu1.press_alti,0,56.8106,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.q[0],imu1.q[0],0,0.500767,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.q[1],imu1.q[1],0,0.088055,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.q[2],imu1.q[2],0,-0.06773,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.q[3],imu1.q[3],0,0.858422,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.temperature[0],imu1.temperature[0],0,3758,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.temperature[1],imu1.temperature[1],0,500,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.temperature[2],imu1.temperature[2],0,3978,0,0,runtime_or_read_only
