semantic_name,aliases,category,calibration_scope,transferability,present_in_profiles,DJI Air 3 | value,DJI Air 3 | default,DJI Air 3 | min,DJI Air 3 | max,DJI Air 3S | value,DJI Air 3S | default,DJI Air 3S | min,DJI Air 3S | max,DJI Mini 4 Pro | value,DJI Mini 4 Pro | default,DJI Mini 4 Pro | min,DJI Mini 4 Pro | max,DJI Neo | value,DJI Neo | default,DJI Neo | min,DJI Neo | max,DJI Neo 2 | value,DJI Neo 2 | default,DJI Neo 2 | min,DJI Neo 2 | max,DJI Flip | value,DJI Flip | default,DJI Flip | min,DJI Flip | max,DJI Avata 360 | value,DJI Avata 360 | default,DJI Avata 360 | min,DJI Avata 360 | max,DJI Lito X1 | value,DJI Lito X1 | default,DJI Lito X1 | min,DJI Lito X1 | max
g_config.mode_sport_cfg.tilt_exp_mid_point,g_config.mode_sport_cfg.tilt_exp_mid_point,Flight modes & handling,,,8,0.35,0.35,0.1,0.9,0.35,0.35,0.1,0.9,0.4,0.4,0.1,0.9,0.35,0.35,0.1,0.9,0.35,0.35,0.1,0.9,0.4,0.4,0.1,0.9,0.35,0.35,0.1,0.9,0.35,0.35,0.1,0.9
g_config.mode_sport_cfg.tors_exp_mid_point,g_config.mode_sport_cfg.tors_exp_mid_point,Flight modes & handling,,,8,0.25,0.25,0.1,0.9,0.25,0.25,0.1,0.9,0.3,0.3,0.1,0.9,0.5,0.5,0.1,0.9,0.5,0.5,0.1,0.9,0.3,0.3,0.1,0.9,0.35,0.35,0.1,0.9,0.35,0.35,0.1,0.9
g_config.mode_sport_cfg.tors_gyro_range,g_config.mode_sport_cfg.tors_gyro_range,"IMU, compass & calibration controls",,,8,130,130,20,250,130,130,20,250,130,130,20,250,85,85,20,250,79,79,20,250,130,130,20,250,80,80,20,80,100,100,20,250
g_config.mode_sport_cfg.vert_vel_down,g_config.mode_sport_cfg.vert_vel_down | mode_sport_cfg_vert_vel_down,Flight modes & handling,,,8,-10,-10,-20,-0.1,-10,-10,-10,-1,-5,-5,-5,-1,-2,-2,-2,-1,-3,-3,-3,-1,-5,-5,-5,-1,-10,-10,-10,-1,-7,-7,-7,-1
g_config.mode_sport_cfg.vert_vel_up,g_config.mode_sport_cfg.vert_vel_up | mode_sport_cfg_vert_vel_up,Flight modes & handling,,,8,10,10,1,10,10,10,1,10,5,5,1,5,3,3,1,3,5,5,1,5,5,5,1,5,10,10,1,10,7,7,1,7
g_config.mode_tripod_cfg.brake_sensitivity,g_config.mode_tripod_cfg.brake_sensitivity,Flight modes & handling,,,8,100,100,10,150,100,100,10,150,100,100,10,150,80,80,0,150,80,80,0,150,100,100,10,150,100,100,10,150,100,100,10,150
g_config.mode_tripod_cfg.cloud_ctrl_max_speed,g_config.mode_tripod_cfg.cloud_ctrl_max_speed,Flight modes & handling,,,8,12,12,1,12,12,12,1,12,12,12,1,12,2,2,1,2,2,2,1,2,8,8,1,8,12,12,1,12,12,12,1,12
g_config.mode_tripod_cfg.gimb_tilt_atti_pitch_max,g_config.mode_tripod_cfg.gimb_tilt_atti_pitch_max,Flight modes & handling,,,2,,,,,90,90,0,90,,,,,,,,,,,,,90,90,0,90,,,,,,,,
g_config.mode_tripod_cfg.gimb_tilt_atti_pitch_min,g_config.mode_tripod_cfg.gimb_tilt_atti_pitch_min,Flight modes & handling,,,2,,,,,-90,-90,-90,0,,,,,,,,,,,,,-90,-90,-90,0,,,,,,,,
g_config.mode_tripod_cfg.gimb_tilt_atti_roll_range,g_config.mode_tripod_cfg.gimb_tilt_atti_roll_range,Flight modes & handling,,,2,,,,,90,90,0,90,,,,,,,,,,,,,90,90,0,90,,,,,,,,
g_config.mode_tripod_cfg.horiz_cur_speed,g_config.mode_tripod_cfg.horiz_cur_speed,Flight modes & handling,,,8,5,5,1,12,7.1,5,1,12,6,6,1,12,2,2,1,2,2,2,1,2,6,6,1,8,6,6,1,12,6,6,1,12
g_config.mode_tripod_cfg.horiz_max_speed,g_config.mode_tripod_cfg.horiz_max_speed,Flight modes & handling,,,8,12,12,2,12,12,12,2,12,12,12,2,12,2,2,2,2,2,2,2,2,8,8,2,8,12,12,2,12,12,12,2,12
g_config.mode_tripod_cfg.horiz_min_speed,g_config.mode_tripod_cfg.horiz_min_speed,Flight modes & handling,,,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,Flight modes & handling,,,8,0.167795,0.16779,0.01,1,0.264731,0.16779,0.01,1,0.321933,0.205128,0.01,1,0.203871,0.3233,0.05,1,0.24878,0.3233,0.05,1,0.484346,0.205128,0.01,1,0.393939,0.205128,0.01,1,0.333333,0.205128,0.01,1
g_config.mode_tripod_cfg.tors_gyro_range,g_config.mode_tripod_cfg.tors_gyro_range,"IMU, compass & calibration controls",,,8,30,30,20,60,30,30,20,60,30,30,20,120,40,40,20,120,25,25,20,120,30,30,20,120,70,70,20,120,40,40,20,120
g_config.mode_tripod_cfg.vert_vel_down,g_config.mode_tripod_cfg.vert_vel_down,Flight modes & handling,,,8,-3,-3,-6,-1,-6,-3,-6,-1,-1.5,-1.5,-3,-1,-0.5,-0.5,-0.5,-0.1,-0.5,-0.5,-0.5,-0.1,-1.5,-1.5,-1.5,-1,-1.5,-1.5,-3,-1,-1.5,-1.5,-3,-1
g_config.mode_tripod_cfg.vert_vel_up,g_config.mode_tripod_cfg.vert_vel_up,Flight modes & handling,,,8,3,3,1,6,6,3,1,6,2,2,1,3,0.5,0.5,0.1,0.5,0.5,0.5,0.1,0.5,2,2,1,2,2,2,1,3,2,2,1,3
g_config.mode_tripod_en_cfg.tripod_func_enabled,g_config.mode_tripod_en_cfg.tripod_func_enabled | tripod_func_enabled,Flight modes & handling,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
g_config.mr_ctrl.ctrl_lowpass_adj,g_config.mr_ctrl.ctrl_lowpass_adj,"Stabilization, gains & filters",,,6,100,100,50,150,100,100,50,150,100,100,50,150,100,100,50,150,100,100,50,150,100,100,50,150,,,,,,,,
g_config.mr_ctrl.ctrl_lowpass_fp,g_config.mr_ctrl.ctrl_lowpass_fp,"Stabilization, gains & filters",,,8,55,55,0.01,1000,55,55,0.01,1000,48,48,0.01,1000,110,110,0.01,1000,90,90,0.01,1000,48,48,0.01,1000,55,55,0.01,1000,50,50,0.01,1000
g_config.mr_ctrl.ctrl_lowpass_fz,g_config.mr_ctrl.ctrl_lowpass_fz,"Stabilization, gains & filters",,,8,90,90,0.01,1000,90,90,0.01,1000,70,70,0.01,1000,140,140,0.01,1000,140,140,0.01,1000,70,70,0.01,1000,75,75,0.01,1000,100,100,0.01,1000
g_config.mvo_cfg.lidar_func_en,g_config.mvo_cfg.lidar_func_en | lps_func_en,"Obstacle sensing, vision & terrain",,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1
g_config.mvo_cfg.mvo_func_en,g_config.mvo_cfg.mvo_func_en | vps_func_en,"Obstacle sensing, vision & terrain",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
g_config.novice_cfg.novice_func_enabled,g_config.novice_cfg.novice_func_enabled | novice_func_enabled,Flight limits & regulation,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
g_config.rc_cfg.arm_action_enable,RC_ARM_STOP_ENABLE | g_config.rc_cfg.arm_action_enable,"Motors, ESC & propulsion",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
g_config.voltage.level_1_protect,g_config.voltage.level_1_protect | raw_bat_level_1,Battery & power,,,8,3700,3700,3600,4000,3700,3700,3600,4000,3800,3800,3600,4000,3620,3620,3600,4000,3620,3620,3600,4000,3800,3800,3600,4000,3800,3800,3600,4000,3800,3800,3600,4000
g_config.voltage.level_2_protect,g_config.voltage.level_2_protect | raw_bat_level_2,Battery & power,,,8,3370,3370,3100,3800,3370,3370,2800,3800,3370,3370,3100,3800,3136,3136,2800,3800,3006,3006,2800,3800,3006,3006,2800,3800,3020,3020,2800,3800,3006,3370,2800,3800
g_config.voltage2.level2_smart_battert_gohome,g_config.voltage2.level2_smart_battert_gohome | level1_smart_battery_gohome,"RTH, takeoff, landing & failsafe",,,3,,,,,,,,,,,,,,,,,15,15,0,100,,,,,14,14,0,100,13,13,0,100
g_config.voltage2.level_1_voltage,bat_level_1 | dji_bat_level_1 | g_config.voltage2.level_1_voltage,Battery & power,,,8,15,15,10,100,15,15,10,100,15,15,10,100,15,15,10,100,15,15,10,100,15,15,10,100,15,15,10,100,15,15,10,100
g_config.voltage2.level_2_voltage,bat_level_2 | dji_bat_level_2 | g_config.voltage2.level_2_voltage,Battery & power,,,8,10,10,10,100,10,10,10,100,10,10,10,100,10,10,10,100,10,10,10,100,10,10,10,100,10,10,10,100,10,10,10,100
g_config.voltage2.user_set_smart_bat,enSmartBatGH | g_config.voltage2.user_set_smart_bat,Battery & power,,,8,2,2,0,2,1,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0,2
g_status.all_gyr_acc.cali_cnt,g_status.all_gyr_acc.cali_cnt,Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.all_gyr_acc.cali_state,g_status.all_gyr_acc.cali_state,Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.all_gyr_acc.msc_current_side,g_status.all_gyr_acc.msc_current_side,Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.all_gyr_acc.msc_sampled_side,g_status.all_gyr_acc.msc_sampled_side,Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.all_gyr_acc.need_cali_type,g_status.all_gyr_acc.need_cali_type,Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.ns_busy_dev,g_status.ns_busy_dev,"Diagnostics, service & simulator",,,8,1366,0,0,0,9558,0,0,0,1366,0,0,0,34390,0,0,0,1366,0,0,0,34134,0,0,0,1366,0,0,0,1366,0,0,0
g_status.topology_verify.user_interface.imu_status,g_status.topology_verify.user_interface.imu_status,"IMU, compass & calibration controls",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,"Diagnostics, service & simulator",,,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,"Diagnostics, service & simulator",,,8,684300,0,0,0,1.6308e+06,0,0,0,4943.92,0,0,0,5.87842,0,0,0,1517.83,0,0,0,361.407,0,0,0,91.6981,0,0,0,27052.3,0,0,0
g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,"Diagnostics, service & simulator",,,8,129,0,0,0,192,0,0,0,48,0,0,0,1,0,0,0,37,0,0,0,13,0,0,0,10,0,0,0,18,0,0,0
g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,"Motors, ESC & propulsion",,,8,93560.4,0,0,0,197568,0,0,0,15021.9,0,0,0,60.7012,0,0,0,7027.85,0,0,0,3154.33,0,0,0,1131.64,0,0,0,6379.9,0,0,0
g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,Battery & power,,,8,308,0,0,0,826,0,0,0,133,0,0,0,15,0,0,0,38,0,0,0,34,0,0,0,20,0,0,0,31,0,0,0
g_status.user_info.statistical_info_last.total_distance,g_status.user_info.statistical_info_last.total_distance,"Diagnostics, service & simulator",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.user_info.statistical_info_last.total_fly_times,g_status.user_info.statistical_info_last.total_fly_times,"Diagnostics, service & simulator",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.user_info.statistical_info_last.total_motor_start_time,g_status.user_info.statistical_info_last.total_motor_start_time,"Motors, ESC & propulsion",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.user_info.statistical_info_last.total_powerup_times,g_status.user_info.statistical_info_last.total_powerup_times,Battery & power,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,"Diagnostics, service & simulator",,,8,680493,0,0,0,1.67836e+06,0,0,0,4944.15,0,0,0,5.87842,0,0,0,1517.82,0,0,0,361.409,0,0,0,91.698,0,0,0,27047.6,0,0,0
g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,"Diagnostics, service & simulator",,,8,129,0,0,0,192,0,0,0,48,0,0,0,1,0,0,0,37,0,0,0,13,0,0,0,10,0,0,0,18,0,0,0
g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,"Motors, ESC & propulsion",,,8,90819.1,0,0,0,207943,0,0,0,15178.4,0,0,0,60.7,0,0,0,7021.62,0,0,0,3151.88,0,0,0,1131.16,0,0,0,6374.3,0,0,0
g_status.user_info.statistical_info_new_last.total_distance_new,g_status.user_info.statistical_info_new_last.total_distance_new,"Diagnostics, service & simulator",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.user_info.statistical_info_new_last.total_fly_times_new,g_status.user_info.statistical_info_new_last.total_fly_times_new,"Diagnostics, service & simulator",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_status.user_info.statistical_info_new_last.total_motor_start_time_new,g_status.user_info.statistical_info_new_last.total_motor_start_time_new,"Motors, ESC & propulsion",,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gear_landing_abnormal_exit,gear_landing_abnormal_exit,"RTH, takeoff, landing & failsafe",,,2,1,0,0,100,,,,,0,0,0,100,,,,,,,,,,,,,,,,,,,,
gimbal_all_back_to_middle_en,gimbal_all_back_to_middle_en,Gimbal & camera,,,7,,,,,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
gimbal_down_on_landing_en,gimbal_down_on_landing_en,"RTH, takeoff, landing & failsafe",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
gimbal_fixed_angle,gimbal_fixed_angle,Gimbal & camera,,,8,-45,-45,-90,90,-45,-45,-90,90,-45,-45,-90,90,-45,-45,-90,90,-45,-45,-90,90,-45,-45,-90,90,-45,-45,-90,90,-45,-45,-90,90
gimbal_is_pano_locked,gimbal_is_pano_locked,Gimbal & camera,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1
gimbal_is_single_mode,gimbal_is_single_mode,Gimbal & camera,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
gimbal_pitch_to_center_after_landing_en,gimbal_pitch_to_center_after_landing_en,"RTH, takeoff, landing & failsafe",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
gimbal_to_center_when_gohome,gimbal_to_center_when_gohome,"RTH, takeoff, landing & failsafe",,,8,1,1,0,255,1,1,0,255,1,1,0,255,1,1,0,255,1,1,0,255,1,1,0,255,1,1,0,255,1,1,0,255
gimbal_yaw_back_to_middle_en,gimbal_yaw_back_to_middle_en,Gimbal & camera,,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
gnss_assist_offline_enable,gnss_assist_offline_enable,"Navigation, GNSS & positioning",,,6,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gnss_assist_online_enable,gnss_assist_online_enable,"Navigation, GNSS & positioning",,,6,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gnss_assist_type,gnss_assist_type,"Navigation, GNSS & positioning",,,6,,,,,1,0,0,255,,,,,3,0,0,255,2,0,0,255,1,0,0,255,2,0,0,255,2,0,0,255
gnss_chip_type,gnss_chip_type,"Navigation, GNSS & positioning",,,3,,,,,1,0,0,255,,,,,,,,,,,,,,,,,32,0,0,255,32,255,0,255
gnss_cloudctrl_mode,gnss_cloudctrl_mode,"Navigation, GNSS & positioning",,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,255,0,255,1,255,0,255
gnss_cold_boot_enable,gnss_cold_boot_enable,"Navigation, GNSS & positioning",,,6,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
gnss_display_mode,gnss_display_mode,"Navigation, GNSS & positioning",,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
gnss_drv_satellite_mode,gnss_drv_satellite_mode,"Navigation, GNSS & positioning",,,6,,,,,255,255,0,255,,,,,255,255,0,255,255,255,0,255,255,255,0,255,255,255,0,255,255,255,0,255
gnss_dynamic_model,gnss_dynamic_model,"Navigation, GNSS & positioning",,,6,,,,,7,7,0,255,,,,,7,7,0,255,7,7,0,255,7,7,0,255,7,7,0,255,7,7,0,255
gnss_enable_switch_mode_when_motor_on,gnss_enable_switch_mode_when_motor_on,"Navigation, GNSS & positioning",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1
gnss_record_port_enable,gnss_record_port_enable,"Navigation, GNSS & positioning",,,6,,,,,0,0,0,1,,,,,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
gnss_region_mode,gnss_region_mode,"Navigation, GNSS & positioning",,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
gnss_signature_debug,gnss_signature_debug,"Navigation, GNSS & positioning",,,6,,,,,0,0,0,2,,,,,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2
gnss_source_mode,gnss_source_mode,"Navigation, GNSS & positioning",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
gnss_source_permanent_beidou,gnss_source_permanent_beidou,"Navigation, GNSS & positioning",,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
gnss_upgrade_index,gnss_upgrade_index,"Navigation, GNSS & positioning",,,4,,,,,1,1,0,255,,,,,,,,,0,0,0,255,,,,,0,0,0,255,0,0,0,255
gnss_user_mode,gnss_user_mode,"Navigation, GNSS & positioning",,,2,,,,,,,,,,,,,,,,,,,,,,,,,255,255,0,255,255,255,0,255
go_home_finish_radius,go_home_finish_radius,"RTH, takeoff, landing & failsafe",,,8,1,1,0.01,10,1,1,0.01,10,1,1,0.01,10,1,1,0.01,10,1,1,0.01,10,1,1,0.01,10,1,1,0.01,10,1,1,0.01,10
gohome_idle_vel,gohome_idle_vel,"RTH, takeoff, landing & failsafe",,,8,14,14,1,15,14,14,1,15,14,14,1,15,6,6,1,15,6,6,1,15,12,12,1,15,14,14,1,15,6,6,1,15
gohome_success,gohome_success,"RTH, takeoff, landing & failsafe",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
gov_display_mode_cfg,gov_display_mode_cfg,Flight modes & handling,,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
gps0_x,gps0_x,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,47,47,-32768,32767,65,65,-32768,32767,8,8,-32768,32767,-12,-12,-32768,32767,37,37,-32768,32767,50,50,-32768,32767,7,7,-32768,32767,8,8,-32768,32767
gps0_y,gps0_y,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,6,6,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,4,4,-32768,32767
gps0_z,gps0_z,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,-33,-33,-32768,32767,-39,-39,-32768,32767,-25,-25,-32768,32767,-17,-17,-32768,32767,-15,-15,-32768,32767,-39,-39,-32768,32767,-17,-17,-32768,32767,-15,-15,-32768,32767
gps1_cfg_save,gps1_cfg_save,"Navigation, GNSS & positioning",,,2,1,1,0,1,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,
gps1_x,gps1_x,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767
gps1_y,gps1_y,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767
gps1_z,gps1_z,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767
gps2_cfg_save,gps2_cfg_save,"Navigation, GNSS & positioning",,,2,1,1,0,1,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,
gps2_x,gps2_x,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767
gps2_y,gps2_y,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767
gps2_z,gps2_z,Sensor installation geometry (model),model_sensor_geometry,"Do not copy across models; this is installation geometry, not proven per-unit calibration",8,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767,0,0,-32768,32767
gps3_cfg_save,gps3_cfg_save,"Navigation, GNSS & positioning",,,2,1,1,0,1,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,
gps_clk_dft_status,gps_clk_dft_status,"Navigation, GNSS & positioning",,,2,1,1,0,1,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,
gps_fcnt,gps_fcnt,"Navigation, GNSS & positioning",,,2,0,0,0,4294967295,,,,,0,0,0,4294967295,,,,,,,,,,,,,,,,,,,,
gps_fdi_open_abrupt,gps_fdi_open_abrupt,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_blocked_env,gps_fdi_open_blocked_env,"Navigation, GNSS & positioning",,,6,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
gps_fdi_open_conformity,gps_fdi_open_conformity,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_disagree,gps_fdi_open_disagree,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_disconnect,gps_fdi_open_disconnect,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_frequency_err,gps_fdi_open_frequency_err,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_height_drift,gps_fdi_open_height_drift,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_invalid_float,gps_fdi_open_invalid_float,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_jam_status,gps_fdi_open_jam_status,"Navigation, GNSS & positioning",,,6,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
gps_fdi_open_level_low,gps_fdi_open_level_low,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_range,gps_fdi_open_range,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
gps_fdi_open_range_over_cnt,gps_fdi_open_range_over_cnt,"Navigation, GNSS & positioning",,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
gps_fdi_open_spoof_status,gps_fdi_open_spoof_status,"Navigation, GNSS & positioning",,,6,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
