semantic_name,aliases,category,calibration_scope,transferability,present_in_profiles,DJI Air 3 | value,DJI Air 3 | default,DJI Air 3 | min,DJI Air 3 | max,DJI Air 3S | value,DJI Air 3S | default,DJI Air 3S | min,DJI Air 3S | max,DJI Mini 4 Pro | value,DJI Mini 4 Pro | default,DJI Mini 4 Pro | min,DJI Mini 4 Pro | max,DJI Neo | value,DJI Neo | default,DJI Neo | min,DJI Neo | max,DJI Neo 2 | value,DJI Neo 2 | default,DJI Neo 2 | min,DJI Neo 2 | max,DJI Flip | value,DJI Flip | default,DJI Flip | min,DJI Flip | max,DJI Avata 360 | value,DJI Avata 360 | default,DJI Avata 360 | min,DJI Avata 360 | max,DJI Lito X1 | value,DJI Lito X1 | default,DJI Lito X1 | min,DJI Lito X1 | max
display_mode_enable,display_mode_enable,Flight modes & handling,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
down_vel_scale_in_high_altitude,down_vel_scale_in_high_altitude,Other / opaque internal,,,8,100,100,1,100,100,100,1,100,100,100,1,100,100,100,1,100,100,100,1,100,100,100,1,100,100,100,1,100,100,100,1,100
down_warning_dist,down_warning_dist,Other / opaque internal,,,8,3000,3000,60,3000,3000,3000,60,3000,3000,3000,60,3000,3000,3000,60,3000,3000,3000,60,3000,3000,3000,60,3000,3000,3000,60,3000,3000,3000,60,3000
drone_in_dock,drone_in_dock,Other / opaque internal,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,
dynamic_brake_atti_enable,dynamic_brake_atti_enable,Flight modes & handling,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
emergency_voltage,emergency_voltage,Battery & power,,,1,2950,2950,2500,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enable,enable,Other / opaque internal,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
enable_add_mate_check,enable_add_mate_check,Other / opaque internal,,,4,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
enable_aircraft_auto_hover,enable_aircraft_auto_hover,Other / opaque internal,,,2,0,0,0,2,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,
enable_arm_error_check,enable_arm_error_check,Other / opaque internal,,,6,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
enable_auto_lock_motor_for_loading,enable_auto_lock_motor_for_loading,"Motors, ESC & propulsion",,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
enable_avoid_ground_protection,enable_avoid_ground_protection,"Obstacle sensing, vision & terrain",,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
enable_bat_ot_land,enable_bat_ot_land,Battery & power,,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
enable_bat_req_home,enable_bat_req_home,Battery & power,,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
enable_battery_overheat_force_land,enable_battery_overheat_force_land,Battery & power,,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
enable_ce_require_data,enable_ce_require_data,Other / opaque internal,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
enable_downward_vision_position_and_avoidance,enable_downward_vision_position_and_avoidance,"Obstacle sensing, vision & terrain",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
enable_horizontal_obstacle_avoidance,enable_horizontal_obstacle_avoidance,"Obstacle sensing, vision & terrain",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
enable_lidar_dirty_status_check,enable_lidar_dirty_status_check,"Obstacle sensing, vision & terrain",,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
enable_lidar_status_inter,enable_lidar_status_inter,"Obstacle sensing, vision & terrain",,,3,,,,,,,,,,,,,,,,,0,0,0,3,,,,,0,0,0,3,0,0,0,3
enable_load_module_check,enable_load_module_check,Other / opaque internal,,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
enable_n_mode_when_init,enable_n_mode_when_init,Flight modes & handling,,,6,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
enable_overload_check,enable_overload_check,Other / opaque internal,,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
enable_power_line_res_check,enable_power_line_res_check,Battery & power,,,3,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1
enable_radar_pedex_warning,enable_radar_pedex_warning,"Obstacle sensing, vision & terrain",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
enable_single_bat_mode,enable_single_bat_mode,Battery & power,,,2,0,0,0,1,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,
esc_crc_err_cnt,esc_crc_err_cnt,"Motors, ESC & propulsion",,,1,,,,,,,,,,,,,,,,,0,0,0,65535,,,,,,,,,,,,
esc_crc_err_flag,esc_crc_err_flag,"Motors, ESC & propulsion",,,1,,,,,,,,,,,,,,,,,0,0,0,255,,,,,,,,,,,,
esc_crc_err_limit_cnt,esc_crc_err_limit_cnt,"Motors, ESC & propulsion",,,1,,,,,,,,,,,,,,,,,1,1,0,65535,,,,,,,,,,,,
esc_crc_err_overflow_cnt,esc_crc_err_overflow_cnt,"Motors, ESC & propulsion",,,1,,,,,,,,,,,,,,,,,0,0,0,255,,,,,,,,,,,,
esc_ppm_recv_fdi_open,esc_ppm_recv_fdi_open,"Motors, ESC & propulsion",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
esc_recv_test_fdi_open,esc_recv_test_fdi_open,"Motors, ESC & propulsion",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
esc_unbalance_fdi_open,esc_unbalance_fdi_open,"Motors, ESC & propulsion",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
etk_fdi_open_disconnect,etk_fdi_open_disconnect,Other / opaque internal,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
eu_ce_support_remote_set_level,eu_ce_support_remote_set_level,Flight limits & regulation,,,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0
exit_wp_when_rc_lost,exit_wp_when_rc_lost,"RTH, takeoff, landing & failsafe",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
ext_led_ctrl,ext_led_ctrl,"RC, radio, lights & interfaces",,,8,0,0,0,4294967295,0,0,0,4294967295,0,0,0,4294967295,0,0,0,4294967295,0,0,0,4294967295,0,0,0,4294967295,0,0,0,4294967295,0,0,0,4294967295
fan_special_speed,fan_special_speed,Other / opaque internal,,,1,0,0,0,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fault_sum_history.acc_disconnect0,fault_sum_history.acc_disconnect0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.acc_noise0,fault_sum_history.acc_noise0,"IMU, compass & calibration controls",,,2,1,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.acc_stuck0,fault_sum_history.acc_stuck0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.baro0,fault_sum_history.baro0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.baro_disconnect0,fault_sum_history.baro_disconnect0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.baro_drift0,fault_sum_history.baro_drift0,"IMU, compass & calibration controls",,,2,1,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.baro_noise0,fault_sum_history.baro_noise0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.compass0,fault_sum_history.compass0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.cpu_load_oversize,fault_sum_history.cpu_load_oversize,"Diagnostics, service & simulator",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.fusion_switch,fault_sum_history.fusion_switch,"Diagnostics, service & simulator",,,2,13,0,0,65535,,,,,18,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.gps,fault_sum_history.gps,"Navigation, GNSS & positioning",,,2,6,0,0,65535,,,,,110,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.gyro_acc_drv_config_err0,fault_sum_history.gyro_acc_drv_config_err0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.gyro_disconnect0,fault_sum_history.gyro_disconnect0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.gyro_noise0,fault_sum_history.gyro_noise0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.gyro_stuck0,fault_sum_history.gyro_stuck0,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.master_imu_switch,fault_sum_history.master_imu_switch,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.rtk,fault_sum_history.rtk,"Navigation, GNSS & positioning",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.second_imu,fault_sum_history.second_imu,"IMU, compass & calibration controls",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.voltage,fault_sum_history.voltage,Battery & power,,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fault_sum_history.wdg_reset,fault_sum_history.wdg_reset,"Diagnostics, service & simulator",,,2,0,0,0,65535,,,,,0,0,0,65535,,,,,,,,,,,,,,,,,,,,
fc_sensor_change_index,fc_sensor_change_index,"IMU, compass & calibration controls",,,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8
first_takeoff_warning,first_takeoff_warning,"RTH, takeoff, landing & failsafe",,,8,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1
fl_emergency_stop_enable,fl_emergency_stop_enable,Other / opaque internal,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
fl_head_follow_enable,fl_head_follow_enable,Other / opaque internal,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
fl_rm220_ctrl_mode  ,fl_rm220_ctrl_mode  ,Other / opaque internal,,,8,3,3,0,10,3,3,0,10,3,3,0,10,3,3,0,10,3,3,0,10,3,3,0,10,3,3,0,10,3,3,0,10
flying_on_ship,flying_on_ship,Other / opaque internal,,,6,,,,,0,0,0,1,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
follow_mouse_motion_cfg,follow_mouse_motion_cfg,Other / opaque internal,,,3,,,,,,,,,,,,,,,,,0,0,0,2,,,,,0,0,0,2,0,0,0,2
forbid_side_fly,forbid_side_fly,Other / opaque internal,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
fpv_mode_rc_sacle,fpv_mode_rc_sacle,Flight modes & handling,,,8,0.4,0.4,0.01,10,0.4,0.4,0.01,10,0.4,0.4,0.01,10,0.4,0.4,0.01,10,0.4,0.4,0.01,10,0.4,0.4,0.01,10,0.4,0.4,0.01,10,0.4,0.4,0.01,10
fpv_mode_tilt_range,fpv_mode_tilt_range,Flight modes & handling,,,8,65,65,0.01,1000,65,65,0.01,1000,65,65,0.01,1000,65,65,0.01,1000,65,65,0.01,1000,65,65,0.01,1000,65,65,0.01,1000,65,65,0.01,1000
fpv_mode_yaw_gyro_range,fpv_mode_yaw_gyro_range,"IMU, compass & calibration controls",,,8,55,55,0,1000,55,55,0,1000,55,55,0,1000,55,55,0,1000,55,55,0,1000,55,55,0,1000,55,55,0,1000,55,55,0,1000
fpv_vert_vel_down,fpv_vert_vel_down,Flight modes & handling,,,8,-6,-6,-10,0,-6,-6,-10,0,-6,-6,-10,0,-6,-6,-10,0,-6,-6,-10,0,-6,-6,-10,0,-6,-6,-10,0,-6,-6,-10,0
fpv_vert_vel_up,fpv_vert_vel_up,Flight modes & handling,,,8,8,8,0,10,8,8,0,10,8,8,0,10,8,8,0,10,8,8,0,10,8,8,0,10,8,8,0,10,8,8,0,10
fscap_EU_CE_Support,fscap_EU_CE_Support,Flight limits & regulation,,,6,,,,,1,0,0,0,,,,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
fscap_enable_app_playback,fscap_enable_app_playback,Other / opaque internal,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,,
fscap_enable_homing_s,fscap_enable_homing_s,"RTH, takeoff, landing & failsafe",,,6,,,,,0,1,0,1,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
fscap_enable_landing_s,fscap_enable_landing_s,"RTH, takeoff, landing & failsafe",,,6,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
fscap_gnss_beidou_cloudctrl_support,fscap_gnss_beidou_cloudctrl_support,"Navigation, GNSS & positioning",,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1
fscap_gnss_source_mode_app_enable,fscap_gnss_source_mode_app_enable,"Navigation, GNSS & positioning",,,8,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
fscap_gnss_source_mode_item,fscap_gnss_source_mode_item,"Navigation, GNSS & positioning",,,8,3,3,0,3,3,3,0,3,3,3,0,3,0,0,0,3,0,0,0,3,3,3,0,3,3,3,0,3,3,3,0,3
fscap_imu_propeller_cali_enable,fscap_imu_propeller_cali_enable,"Motors, ESC & propulsion",calibration_control_or_health_rule,Calibration command/status gate/health rule; not a calibration coefficient,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8
fscap_light_ext_ctrl_s,fscap_light_ext_ctrl_s,Other / opaque internal,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
fscap_max_height,fscap_max_height,Flight limits & regulation,,,8,500,120,20,65535,500,120,20,65535,500,120,20,65535,120,120,20,65535,120,120,20,65535,500,120,20,65535,500,120,20,65535,500,120,20,65535
fscap_mvo_func_able,fscap_mvo_func_able,"Obstacle sensing, vision & terrain",,,8,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
fscap_navi_homing_s,fscap_navi_homing_s,"RTH, takeoff, landing & failsafe",,,6,,,,,0,0,0,1,,,,,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
fscap_presice_homing_s,fscap_presice_homing_s,"RTH, takeoff, landing & failsafe",,,6,,,,,1,0,0,1,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
fscap_rc_dyn_homepoint,fscap_rc_dyn_homepoint,"RTH, takeoff, landing & failsafe",,,3,,,,,,,,,,,,,,,,,1,1,0,1,,,,,1,1,0,1,1,1,0,1
fscap_rtk_fix_last_app_enable,fscap_rtk_fix_last_app_enable,"Navigation, GNSS & positioning",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
fscap_rtk_source_type_app_enable,fscap_rtk_source_type_app_enable,"Navigation, GNSS & positioning",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
fscap_rtk_source_type_item,fscap_rtk_source_type_item,"Navigation, GNSS & positioning",,,8,0,0,0,31,0,0,0,127,0,0,0,31,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127
fscap_use_rtk_data_app_enable,fscap_use_rtk_data_app_enable,"Navigation, GNSS & positioning",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
fscap_vps_app_enable,fscap_vps_app_enable,"Obstacle sensing, vision & terrain",,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
ft_multi_test_index,ft_multi_test_index,"Diagnostics, service & simulator",,,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,,,,0,0,0,1,,,,,,,,
g_cfg_debug.imu_cali_state[1][1],g_cfg_debug.imu_cali_state[1][1],Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127
g_cfg_debug.imu_cali_state[2][1],g_cfg_debug.imu_cali_state[2][1],Per-aircraft calibration & bias state,per_aircraft_calibration_or_bias_state,"Do not copy: per-aircraft runtime/calibration state, not a model preset",8,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127
g_cfg_debug.overshot_enable,g_cfg_debug.overshot_enable,"Diagnostics, service & simulator",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
g_cfg_debug.rel_height_limit_enable,g_cfg_debug.rel_height_limit_enable,Flight limits & regulation,,,8,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2
g_config.actuator.user_test.std_output,g_config.actuator.user_test.std_output | user_test_std_output,"Motors, ESC & propulsion",,,8,500,500,0,10000,500,500,0,10000,500,500,0,10000,500,500,0,10000,500,500,0,10000,500,500,0,10000,500,500,0,10000,500,500,0,10000
g_config.advanced_function.avoid_ground_enabled,g_config.advanced_function.avoid_ground_enabled | g_config.flying_limit.avoid_ground_enabled,Flight limits & regulation,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1
g_config.advanced_function.radius_limit_enabled,g_config.advanced_function.radius_limit_enabled | g_config.flying_limit.radius_limit_enabled,Flight limits & regulation,,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
g_config.aircraft.multi_rotor_type,g_config.aircraft.multi_rotor_type | multi_mixer_type,"Motors, ESC & propulsion",,,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
g_config.airport_limit_cfg.cfg_sim_disable_limit,cfg_sim_disable_limit | g_config.airport_limit_cfg.cfg_sim_disable_limit,Flight limits & regulation,,,8,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
g_config.avoid_cfg.avoid_rc_scale,avoid_cfg_rc_scale | g_config.avoid_cfg.avoid_rc_scale,"Obstacle sensing, vision & terrain",,,8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8,0.55,0.55,0.1,0.8
g_config.avoid_cfg.avoid_tors_rate_range,avoid_cfg_tors_rate_range | g_config.avoid_cfg.avoid_tors_rate_range,"Obstacle sensing, vision & terrain",,,8,70,70,30,90,70,70,30,90,70,70,30,90,70,70,30,90,70,70,30,90,70,70,30,90,70,70,30,90,70,70,30,90
g_config.avoid_obstacle_limit_cfg.avoid_obstacle_enable,g_config.avoid_obstacle_limit_cfg.avoid_obstacle_enable,"Obstacle sensing, vision & terrain",,,8,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
g_config.avoid_obstacle_limit_cfg.bypass_sub_mode,bypass_sub_mode | g_config.avoid_obstacle_limit_cfg.bypass_sub_mode,"Obstacle sensing, vision & terrain",,,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
g_config.avoid_obstacle_limit_cfg.user_avoid_enable,g_config.avoid_obstacle_limit_cfg.user_avoid_enable | user_avoid_enable,"Obstacle sensing, vision & terrain",,,8,1,1,0,2,2,1,0,2,1,1,0,2,0,0,0,2,2,1,0,2,1,1,0,2,0,1,0,2,2,1,0,2
g_config.avoid_obstacle_limit_cfg.user_back_avoid_enable,g_config.avoid_obstacle_limit_cfg.user_back_avoid_enable | user_back_avoid_enable,"Obstacle sensing, vision & terrain",,,8,1,1,0,2,1,1,0,2,1,1,0,2,0,0,0,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2
g_config.avoid_obstacle_limit_cfg.user_down_avoid_enable,g_config.avoid_obstacle_limit_cfg.user_down_avoid_enable | user_down_avoid_enable,"Obstacle sensing, vision & terrain",,,8,1,1,0,2,1,1,0,2,1,1,0,2,0,0,0,2,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,2
g_config.cali_switch.imu_propeller_cali,g_config.cali_switch.imu_propeller_cali | imu_propeller_cali,"Motors, ESC & propulsion",calibration_control_or_health_rule,Calibration command/status gate/health rule; not a calibration coefficient,8,2,2,0,8,2,2,0,8,2,2,0,8,2,2,0,8,2,2,0,8,2,2,0,8,2,2,0,8,2,2,0,8
g_config.control.atti_envelope_limit_slope,atti_envelope_limit_slope | g_config.control.atti_envelope_limit_slope,Other / opaque internal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,100,6,6,0,100
g_config.control.atti_vertical,g_config.control.atti_vertical | g_config.control.basic_thrust,"Motors, ESC & propulsion",,,6,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,,,,,,,,
g_config.control.basic_pitch,basic_gain_pitch_usr | g_config.control.basic_pitch,"Stabilization, gains & filters",,,6,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,,,,,,,,
g_config.control.basic_roll,basic_gain_roll_usr | g_config.control.basic_roll,"Stabilization, gains & filters",,,6,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,,,,,,,,
g_config.control.basic_tail,g_config.control.basic_tail | g_config.control.basic_yaw,Other / opaque internal,,,6,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,100,100,20,150,,,,,,,,
g_config.control.brake_gyro_slope,brake_gyro_slope | g_config.control.brake_gyro_slope,"IMU, compass & calibration controls",,,3,,,,,,,,,,,,,,,,,100,100,0,300,,,,,100,100,0,1000,100,100,0,300
g_config.control.brake_gyro_slope_start,brake_gyro_slope_start | g_config.control.brake_gyro_slope_start,"IMU, compass & calibration controls",,,3,,,,,,,,,,,,,,,,,70,70,20,300,,,,,45,45,20,300,100,100,20,300
g_config.control.brake_gyro_slope_stop,brake_gyro_slope_stop | g_config.control.brake_gyro_slope_stop,"IMU, compass & calibration controls",,,3,,,,,,,,,,,,,,,,,100,100,20,300,,,,,120,120,20,300,100,100,20,300
g_config.control.brake_sensitivity,brake_sensitive_gain | g_config.control.brake_sensitivity,Flight modes & handling,,,8,100,100,10,150,100,100,10,150,100,100,10,150,80,80,0,150,80,80,0,150,100,100,10,150,100,100,10,150,100,100,10,150
g_config.control.brake_sensitivity_fc,brake_sensitive_fc | g_config.control.brake_sensitivity_fc,Flight modes & handling,,,8,0.6,0.6,0,2,0.6,0.6,0,2,0.6,0.6,0,2,0.6,0.6,0,2,0.6,0.6,0,80,0.6,0.6,0,2,0.6,0.6,0,80,0.6,0.6,0,80
g_config.control.control_mode[0],fswitch_selection | g_config.control.control_mode[0],Flight modes & handling,,,8,12,12,0,21,12,12,0,21,12,12,0,21,7,12,0,21,12,12,0,21,12,12,0,21,12,12,0,21,12,12,0,21
g_config.control.control_mode[1],fswitch_selection_1 | g_config.control.control_mode[1],Flight modes & handling,,,8,8,8,0,21,8,8,0,21,8,8,0,21,8,8,0,21,8,8,0,21,8,8,0,21,8,8,0,21,8,8,0,21
g_config.control.control_mode[2],fswitch_selection_2 | g_config.control.control_mode[2],Flight modes & handling,,,8,7,7,0,21,7,7,0,21,7,7,0,21,8,7,0,21,7,7,0,21,7,7,0,21,7,7,0,21,7,7,0,21
g_config.control.control_mode_b[0],fswitch_selection_b | g_config.control.control_mode_b[0],Flight modes & handling,,,8,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21
g_config.control.control_mode_b[1],fswitch_selection_b_1 | g_config.control.control_mode_b[1],Flight modes & handling,,,8,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21,17,17,0,21
g_config.control.control_mode_b[2],fswitch_selection_b_2 | g_config.control.control_mode_b[2],Flight modes & handling,,,8,18,18,0,21,18,18,0,21,18,18,0,21,18,18,0,21,18,18,0,21,18,18,0,21,18,18,0,21,18,18,0,21
g_config.control.ffg_speed_ctrl_perc,ffg_speed_ctrl_perc | g_config.control.ffg_speed_ctrl_perc,Other / opaque internal,,,8,5,5,0,100,5,5,0,100,12,12,0,100,5,5,0,100,40,40,0,100,12,12,0,100,6,6,0,100,8,8,0,100
g_config.control.horiz_pos_p_gain_adj,g_config.control.horiz_pos_p_gain_adj | horiz_pos_gain,"Stabilization, gains & filters",,,8,125,125,20,150,125,125,20,150,130,130,20,150,130,130,20,150,130,130,20,150,130,130,20,150,130,130,20,150,130,130,20,150
g_config.control.horiz_vel_p_gain,g_config.control.horiz_vel_p_gain | horiz_vel_gain,Flight modes & handling,,,8,108,108,20,250,108,108,20,250,115,115,20,250,110,110,20,250,110,110,20,250,125,125,20,250,130,130,20,250,115,115,20,250
